name,code,population
Sarauad,SM,1086
Valea Morii,SM,191
Acas,SM,1822
Ganas,SM,0
Mihaieni,SM,554
Unimat,SM,606
Andrid,SM,1351
Dindesti,SM,837
Irina,SM,587
Apa,SM,2745
Lunca Apei,SM,24
Someseni,SM,369
Ardud,SM,4102
Ardud-Vii,SM,123
Baba Novac,SM,648
Gerausa,SM,661
Madaras,SM,1038
Saratura,SM,0
Batarci,SM,2341
Comlausa,SM,852
Sirlau,SM,356
Tamaseni,SM,509
Beltiug,SM,1552
Bolda,SM,156
Ghirisa,SM,778
Giungi,SM,220
Ratesti,SM,770
Sandra,SM,207
Berveni,SM,2651
Lucaceni,SM,1124
Bixad,SM,4710
Boinesti,SM,1713
Trip,SM,1387
Barsau de Sus,SM,1975
Barsau de Jos,SM,821
Bogdand,SM,1272
Babta,SM,1053
Corund,SM,541
Ser,SM,907
Botiz,SM,3263
Agris,SM,1058
Ciuperceni,SM,497
Calinesti-Oas,SM,2564
Coca,SM,931
Lechinta,SM,954
Pasunea Mare,SM,299
Camarzana,SM,2860
Cauas,SM,733
Ady Endre,SM,175
Ghenci,SM,1331
Ghilesti,SM,148
Hotoan,SM,233
Radulesti,SM,148
Cehalut,SM,869
Cehal,SM,1186
Orbau,SM,441
Certeze,SM,3343
Huta Certeze,SM,1203
Moiseni,SM,1327
Craidorolt,SM,1088
Criseni,SM,256
Eriu Sancrai,SM,700
Satu Mic,SM,217
Teghea,SM,44
Crucisor,SM,726
Iegheriste,SM,629
Poiana Codrului,SM,1566
Culciu Mare,SM,773
Apateu,SM,315
Caraseu,SM,1205
Corod,SM,475
Culciu Mic,SM,664
Lipau,SM,671
Doba,SM,1165
Boghis,SM,788
Dacia,SM,250
Paulian,SM,484
Traian,SM,161
Dorolt,SM,1502
Atea,SM,355
Dara,SM,1239
Petea,SM,312
Foieni,SM,2053
Gherta Mica,SM,3111
Halmeu,SM,3753
Babesti,SM,445
Cidreag,SM,1066
Dobolt,SM,345
Halmeu Vii,SM,42
Mesteacan,SM,477
Porumbesti,SM,1560
Hodod,SM,1026
Giurtelecu Hododului,SM,892
Lelei,SM,728
Nadisu Hododului,SM,806
Homorodu de Mijloc,SM,658
Chilia,SM,313
Homorodu de Jos,SM,426
Homorodu de Sus,SM,397
Necopoi,SM,339
Solduba,SM,480
Lazuri,SM,2336
Bercu,SM,593
Nisipeni,SM,892
Noroieni,SM,316
Peles,SM,809
Pelisor,SM,275
Livada,SM,5187
Adrian,SM,536
Dumbrava,SM,1019
Livada Mica,SM,321
Mediesu Aurit,SM,2721
Babasesti,SM,695
Iojib,SM,1077
Medies Raturi,SM,276
Medies Vii,SM,316
Potau,SM,1098
Romanesti,SM,832
Micula,SM,2883
Bercu Nou,SM,276
Micula Noua,SM,447
Moftinu Mic,SM,1226
Domanesti,SM,1066
Ghilvaci,SM,399
Ghirolt,SM,144
Istrau,SM,109
Moftinu Mare,SM,1031
Sanmiclaus,SM,352
Odoreu,SM,4537
Berindan,SM,100
Cucu,SM,0
Eteni,SM,0
Martinesti,SM,208
Vanatoresti,SM,43
Orasu Nou,SM,2012
Orasu Nou-Vii,SM,458
Prilog,SM,853
Prilog Vii,SM,408
Racsa,SM,2650
Racsa Vii,SM,283
Remetea Oasului,SM,663
Paulesti,SM,780
Amati,SM,896
Ambud,SM,999
Hrip,SM,608
Petin,SM,629
Ruseni,SM,288
Petresti,SM,1618
Dindestiu Mic,SM,311
Pir,SM,1622
Piru Nou,SM,99
Sarvazel,SM,189
Piscolt,SM,2149
Resighea,SM,464
Scarisoara Noua,SM,494
Pomi,SM,1245
Aciua,SM,188
Bicau,SM,248
Borlesti,SM,923
Sanislau,SM,3432
Berea,SM,191
Ciumesti,SM,1378
Horea,SM,258
Marna Noua,SM,339
Viisoara,SM,9
Santau,SM,1799
Chereusa,SM,745
Sudurau,SM,205
Sacaseni,SM,1111
Chegea,SM,294
Sauca,SM,419
Becheni,SM,522
Cean,SM,327
Chisau,SM,131
Silvas,SM,177
Socond,SM,428
Cuta,SM,519
Hodisa,SM,394
Soconzel,SM,531
Stana,SM,1064
Supuru de Jos,SM,1367
Dobra,SM,1330
Giorocuta,SM,845
Hurezu Mare,SM,603
Racova,SM,351
Secheresa,SM,102
Supuru de Sus,SM,489
Tarna Mare,SM,2067
Bocicau,SM,638
Valea Seaca,SM,1335
Vagas,SM,0
Terebesti,SM,607
Aliza,SM,35
Gelu,SM,550
Piscari,SM,556
Tiream,SM,1706
Portita,SM,248
Vezendiu,SM,535
Tarsolt,SM,2765
Aliceni,SM,439
Turt,SM,5816
Gherta Mare,SM,1573
Turt Bai,SM,131
Turulung,SM,2635
Draguseni,SM,1234
Turulung Vii,SM,273
Urziceni,SM,1366
Urziceni Padure,SM,241
Valea Vinului,SM,900
Marius,SM,365
Rosiori,SM,617
Sai,SM,546
Vama,SM,3866
Vetis,SM,1933
Decebal,SM,1092
Oar,SM,1512
Viile Satu Mare,SM,2009
Cionchesti,SM,182
Medisa,SM,335
Tataresti,SM,611
Tireac,SM,107
Zalau,SJ,67977
Stana,SJ,427
Cehu Silvaniei,SJ,6160
Horoatu Cehului,SJ,241
Motis,SJ,797
Nadis,SJ,684
Ulciug,SJ,1072
Jibou,SJ,10198
Cuceu,SJ,539
Husia,SJ,276
Rona,SJ,425
Var,SJ,551
Simleu Silvaniei,SJ,15233
Bic,SJ,59
Cehei,SJ,1038
Pusta,SJ,1312
Agrij,SJ,1030
Bozna,SJ,330
Rastoltu Desert,SJ,418
Treznea,SJ,704
Almasu,SJ,1160
Babiu,SJ,129
Cutis,SJ,94
Jebucu,SJ,333
Mesteacanu,SJ,491
Petrinzel,SJ,228
Sfaras,SJ,180
Stana,SJ,255
Taudu,SJ,266
Babeni,SJ,791
Ciocmani,SJ,748
Clit,SJ,276
Pirosa,SJ,158
Poienita,SJ,389
Balan,SJ,1097
Chechis,SJ,705
Chendrea,SJ,1001
Galpaia,SJ,607
Galgau Almasului,SJ,963
Banisor,SJ,857
Ban,SJ,674
Peceiu,SJ,1208
Benesat,SJ,550
Alunis,SJ,754
Biusa,SJ,651
Bobota,SJ,1622
Dersida,SJ,1910
Zalnoc,SJ,725
Bocsa,SJ,1079
Borla,SJ,1634
Campia,SJ,307
Salajeni,SJ,612
Buciumi,SJ,1435
Bodia,SJ,339
Bogdana,SJ,451
Huta,SJ,39
Rastolt,SJ,316
Sangeorgiu de Meses,SJ,453
Camar,SJ,1999
Padureni,SJ,0
Carastelec,SJ,1219
Dumuslau,SJ,168
Chiesd,SJ,2038
Colonia Sighetu Silvaniei,SJ,111
Sighetu Silvaniei,SJ,600
Cizer,SJ,1947
Plesca,SJ,197
Pria,SJ,594
Coseiu,SJ,498
Archid,SJ,523
Chilioara,SJ,388
Crasna,SJ,4401
Huseni,SJ,524
Marin,SJ,1199
Ratin,SJ,410
Creaca,SJ,492
Borza,SJ,245
Brebi,SJ,614
Brusturi,SJ,225
Ciglean,SJ,210
Jac,SJ,823
Lupoaia,SJ,315
Prodanesti,SJ,327
Viile Jacului,SJ,27
Cristolt,SJ,817
Muncel,SJ,260
Poiana Ontii,SJ,113
Valeni,SJ,578
Criseni,SJ,1044
Cristur Criseni,SJ,624
Garceiu,SJ,448
Cuzaplac,SJ,665
Cublesu,SJ,66
Galaseni,SJ,245
Mierta,SJ,242
Petrindu,SJ,597
Ruginoasa,SJ,147
Stoboru,SJ,43
Tamasa,SJ,424
Dobrin,SJ,368
Deleni,SJ,88
Doba,SJ,713
Naimon,SJ,95
Sancraiu Silvaniei,SJ,184
Verveghiu,SJ,454
Dragu,SJ,723
Adalin,SJ,253
Fantanele,SJ,55
Ugrutiu,SJ,126
Voivodeni,SJ,391
Fildu de Jos,SJ,319
Fildu de Mijloc,SJ,522
Fildu de Sus,SJ,525
Tetisu,SJ,398
Galgau,SJ,838
Barsau Mare,SJ,291
Capalna,SJ,358
Chizeni,SJ,141
Dobrocina,SJ,195
Fodora,SJ,486
Francenii de Piatra,SJ,16
Glod,SJ,505
Gura Vladesei,SJ,16
Garbou,SJ,765
Bezded,SJ,302
Calacea,SJ,478
Cernuc,SJ,316
Fabrica,SJ,101
Popteleac,SJ,439
Solomon,SJ,536
Halmasd,SJ,1285
Aleus,SJ,400
Cerisa,SJ,604
Drighiu,SJ,567
Fufez,SJ,30
Hereclean,SJ,468
Badon,SJ,660
Bocsita,SJ,157
Diosod,SJ,1129
Guruslau,SJ,637
Panic,SJ,892
Hida,SJ,1190
Baica,SJ,173
Miluani,SJ,136
Paduris,SJ,56
Racas,SJ,679
Sanpetru Almasului,SJ,705
Stupini,SJ,240
Trestia,SJ,397
Horoatu Crasnei,SJ,997
Hurez,SJ,511
Starciu,SJ,1149
Seredeiu,SJ,478
Ileanda,SJ,1235
Bizusa Bai,SJ,76
Barsauta,SJ,25
Dabaceni,SJ,204
Dolheni,SJ,179
Luminisu,SJ,132
Maleni,SJ,14
Negreni,SJ,132
Perii Vadului,SJ,188
Podisu,SJ,198
Rastoci,SJ,193
Rogna,SJ,141
Sasa,SJ,122
Ip,SJ,1688
Cosniciu de Jos,SJ,738
Cosniciu de Sus,SJ,414
Zauan,SJ,1163
Zauan Bai,SJ,119
Letca,SJ,716
Ciula,SJ,186
Cozla,SJ,375
Cuciulat,SJ,278
Lemniu,SJ,518
Purcaret,SJ,195
Soimuseni,SJ,145
Toplita,SJ,185
Valisoara,SJ,84
Lozna,SJ,405
Cormenis,SJ,244
Preluci,SJ,232
Valea Lesului,SJ,58
Valea Loznei,SJ,337
Marca,SJ,1510
Lesmir,SJ,491
Marca Huta,SJ,80
Port,SJ,330
Sumal,SJ,661
Maeriste,SJ,841
Cristelec,SJ,659
Doh,SJ,351
Giurtelecu Simleului,SJ,1149
Maladia,SJ,309
Uileacu Simleului,SJ,516
Mesesenii de Jos,SJ,729
Aghires,SJ,1196
Fetindia,SJ,125
Mesesenii de Sus,SJ,987
Mirsid,SJ,636
Firminis,SJ,293
Moigrad-Porolissum,SJ,516
Popeni,SJ,829
Napradea,SJ,975
Cheud,SJ,920
Somes Guruslau,SJ,525
Tranis,SJ,409
Vadurele,SJ,266
Nusfalau,SJ,3360
Bilghez,SJ,493
Boghis,SJ,1533
Bozies,SJ,352
Pericei,SJ,2930
Badacin,SJ,933
Periceiu Mic,SJ,43
Sici,SJ,346
Plopis,SJ,1496
Fagetu,SJ,826
Iaz,SJ,663
Poiana Blenchii,SJ,753
Falcusa,SJ,104
Gostila,SJ,601
Magura,SJ,33
Romanasi,SJ,917
Chichisa,SJ,298
Ciumarna,SJ,576
Pausa,SJ,533
Poarta Salajului,SJ,429
Romita,SJ,348
Rus,SJ,858
Buzas,SJ,169
Fantanele Rus,SJ,307
Hasmas,SJ,525
Simisna,SJ,1095
Salatig,SJ,494
Bulgari,SJ,300
Deja,SJ,1252
Mineu,SJ,418
Notig,SJ,746
Sag,SJ,851
Fizes,SJ,541
Mal,SJ,1150
Sarbi,SJ,357
Tusa,SJ,903
Sanmihaiu Almasului,SJ,1189
Bercea,SJ,229
Santa Maria,SJ,439
Somes-Odorhei,SJ,1373
Barsa,SJ,200
Domnin,SJ,473
Inau,SJ,762
Soimus,SJ,439
Surduc,SJ,1437
Braglez,SJ,390
Cristoltel,SJ,533
Solona,SJ,308
Testioara,SJ,105
Tihau,SJ,1113
Turbuta,SJ,437
Samsud,SJ,1211
Valea Pomilor,SJ,486
Sarmasag,SJ,4933
Ilisua,SJ,783
Lompirt,SJ,877
Moiad,SJ,222
Poiana Magura,SJ,33
Tarmure,SJ,5
Valcau de Jos,SJ,967
Lazuri,SJ,356
Preoteasa,SJ,768
Ratovei,SJ,106
Sub Cetate,SJ,498
Valcau de Sus,SJ,904
Varsolt,SJ,1765
Recea,SJ,677
Recea Mica,SJ,213
Zalha,SJ,459
Ceaca,SJ,360
Ciureni,SJ,184
Valea Ciurenilor,SJ,38
Valea Hranei,SJ,190
Valea Lunga,SJ,142
Vartesca,SJ,89
Zimbor,SJ,596
Chendremal,SJ,193
Dolu,SJ,143
Sutoru,SJ,193
Sancraiu Almasului,SJ,322
Sibiu,SB,169610
Paltinis,SB,46
Cristian,SB,3097
Poplaca,SB,1734
Rasinari,SB,5468
Prislop,SB,177
Selimbar,SB,1825
Bungard,SB,544
Mohu,SB,724
Vestem,SB,1715
Medias,SB,63156
Ighisu Nou,SB,1328
Tarnava,SB,1368
Colonia Tarnava,SB,1394
Agnita,SB,10355
Coves,SB,835
Ruja,SB,1135
Cisnadie,SB,17373
Cisnadioara,SB,434
Copsa Mica,SB,5332
Dumbraveni,SB,7203
Ernea,SB,480
Saros pe Tarnave,SB,1671
Ocna Sibiului,SB,4178
Toparcea,SB,245
Altina,SB,1202
Benesti,SB,292
Ghijasa de Sus,SB,288
Apoldu de Jos,SB,1220
Sangatin,SB,365
Arpasu de Jos,SB,1131
Arpasu de Sus,SB,1283
Noul Roman,SB,448
Atel,SB,1277
Alma,SB,884
Dupus,SB,250
Giacas,SB,319
Smig,SB,996
Avrig,SB,9641
Bradu,SB,1108
Glamboaca,SB,266
Marsa,SB,3220
Sacadate,SB,730
Axente Sever,SB,2247
Agarbiciu,SB,1522
Soala,SB,331
Bazna,SB,1715
Boian,SB,1622
Velt,SB,608
Biertan,SB,1563
Copsa Mare,SB,482
Richis,SB,699
Barghis,SB,891
Apos,SB,246
Ighisu Vechi,SB,378
Pelisor,SB,479
Vecerd,SB,161
Zlagna,SB,173
Blajel,SB,1866
Paucea,SB,521
Romanesti,SB,109
Brateiu,SB,1956
Buzd,SB,723
Bradeni,SB,751
Retis,SB,587
Teline,SB,182
Bruiu,SB,491
Gherdeal,SB,59
Somartin,SB,324
Chirpar,SB,822
Sasaus,SB,195
Vard,SB,331
Veseud,SB,143
Carta,SB,1084
Poienita,SB,32
Cartisoara,SB,1274
Darlos,SB,2091
Curciu,SB,800
Valea Lunga,SB,249
Gura Raului,SB,3643
Hoghilag,SB,1068
Prod,SB,301
Valchid,SB,591
Iacobeni,SB,767
Movile,SB,347
Netus,SB,405
Noistat,SB,425
Stejarisu,SB,473
Jina,SB,4348
Laslea,SB,1368
Floresti,SB,150
Malancrav,SB,1054
Nou Sasesc,SB,499
Roandola,SB,205
Loamnes,SB,733
Alamor,SB,1037
Armeni,SB,794
Hasag,SB,592
Mandra,SB,352
Sadinca,SB,15
Ludos,SB,580
Gusu,SB,350
Marpod,SB,545
Ilimbav,SB,240
Miercurea Sibiului,SB,2021
Apoldu de Sus,SB,1490
Dobarca,SB,650
Merghindeal,SB,733
Dealu Frumos,SB,592
Micasasa,SB,1529
Chesler,SB,189
Tapu,SB,815
Valeni,SB,26
Mihaileni,SB,305
Metis,SB,285
Moardas,SB,165
Ravasel,SB,161
Salcau,SB,119
Mosna,SB,1893
Alma Vii,SB,336
Nemsa,SB,515
Nocrich,SB,1146
Fofeldea,SB,340
Ghijasa de Jos,SB,135
Hosman,SB,722
Tichindeal,SB,152
Orlat,SB,3363
Pauca,SB,833
Bogatu Roman,SB,703
Brosteni,SB,425
Presaca,SB,574
Poiana Sibiului,SB,3178
Porumbacu de Jos,SB,1117
Colun,SB,182
Porumbacu de Sus,SB,915
Sarata,SB,436
Scoreiu,SB,730
Racovita,SB,2310
Sebesu de Sus,SB,845
Rau Sadului,SB,736
Rosia,SB,1221
Casolt,SB,667
Cornatel,SB,482
Daia,SB,753
Nou,SB,1443
Nucet,SB,134
Sadu,SB,2561
Saliste,SB,2870
Aciliu,SB,374
Amnas,SB,389
Crint,SB,1
Gales,SB,346
Fantanele,SB,321
Mag,SB,393
Sacel,SB,534
Sibiel,SB,447
Vale,SB,428
Slimnic,SB,2449
Albi,SB,21
Padureni,SB,7
Rusi,SB,906
Veseud,SB,300
Seica Mare,SB,3501
Boarta,SB,564
Buia,SB,664
Mighindoala,SB,11
Petis,SB,90
Stenea,SB,226
Seica Mica,SB,1191
Sorostin,SB,676
Sura Mare,SB,2287
Hamba,SB,645
Sura Mica,SB,1558
Rusciori,SB,572
Talmaciu,SB,5849
Boita,SB,1642
Colonia Talmaciu,SB,197
Lazaret,SB,10
Lotrioara,SB,280
Paltin,SB,10
Talmacel,SB,1381
Tilisca,SB,1337
Rod,SB,562
Turnu Rosu,SB,2072
Sebesu de Jos,SB,839
Valea Viilor,SB,1445
Motis,SB,470
Vurpar,SB,2145
Suceava,SV,114462
Ipotesti,SV,3080
Lisaura,SV,747
Tisauti,SV,799
Mitocu Dragomirnei,SV,2233
Dragomirna,SV,159
Lipoveni,SV,520
Mitocasi,SV,659
Salcea,SV,2449
Mereni,SV,240
Plopeni,SV,2691
Prelipca,SV,1146
Varatec,SV,1428
Scheia,SV,2140
Florinta,SV,87
Mihoveni,SV,2152
Sfantu Ilie,SV,2477
Trei Movile,SV,88
Campulung Moldovenesc,SV,22143
Falticeni,SV,31419
Soldanesti,SV,763
Tarna Mare,SV,625
Gura Humorului,SV,15879
Voronet,SV,750
Radauti,SV,31074
Siret,SV,8991
Manastioara,SV,570
Padureni,SV,510
Solca,SV,2744
Poieni-Solca,SV,2018
Vatra Dornei,SV,17150
Argestru,SV,717
Rosu,SV,544
Todireni,SV,77
Adancata,SV,2686
Artari,SV,11
Beresti,SV,626
Calugareni,SV,687
Fetesti,SV,590
Hantesti,SV,2920
Arbore,SV,5450
Bodnareni,SV,315
Clit,SV,1302
Baia,SV,4884
Bogata,SV,1393
Badeuti,SV,1474
Gara,SV,353
Iaslovat,SV,3299
Lunca,SV,140
Milisauti,SV,3086
Balcauti,SV,1528
Gropeni,SV,399
Negostina,SV,1474
Bilca,SV,3575
Bogdanesti,SV,3662
Boroaia,SV,1917
Barasti,SV,887
Giulesti,SV,550
Moisa,SV,725
Sacuta,SV,624
Bosanci,SV,6267
Cumparatura,SV,222
Botosana,SV,2645
Comanesti,SV,1299
Humoreni,SV,1002
Breaza,SV,1280
Breaza de Sus,SV,356
Parau Negrei,SV,235
Brodina,SV,870
Brodina de Jos,SV,439
Cununschi,SV,134
Dubiusca,SV,73
Ehreste,SV,218
Falcau,SV,1202
Norocu,SV,60
Paltin,SV,180
Sadau,SV,379
Zalomestra,SV,181
Brosteni,SV,3198
Cotargasi,SV,1211
Darmoxa,SV,202
Frasin,SV,427
Haleasa,SV,269
Holda,SV,932
Holdita,SV,541
Lungeni,SV,280
Neagra,SV,512
Pietroasa,SV,114
Bunesti,SV,570
Petia,SV,834
Podeni,SV,446
Ses,SV,0
Uncesti,SV,697
Partestii de Sus,SV,1855
Cacica,SV,1416
Maidan,SV,143
Runcu,SV,184
Solonetu Nou,SV,668
Calafindesti,SV,2474
Botosanita Mare,SV,402
Calinesti,SV,1234
Serbauti,SV,1983
Cajvana,SV,6980
Codru,SV,89
Ilisesti,SV,2126
Balaceana,SV,1720
Brasca,SV,364
Ciprian Porumbescu,SV,1894
Carlibaba,SV,1088
Carlibaba Noua,SV,433
Iedu,SV,187
Sesuri,SV,35
Tibau,SV,212
Valea Stanei,SV,120
Cornu Luncii,SV,1152
Baisesti,SV,1562
Braiesti,SV,1259
Dumbrava,SV,484
Paiseni,SV,725
Sasca Mare,SV,639
Sasca Mica,SV,908
Sasca Noua,SV,205
Sinca,SV,220
Crucea,SV,1811
Chiril,SV,309
Cojoci,SV,255
Satu Mare,SV,375
Maritei,SV,1691
Danila,SV,803
Darmanesti,SV,2208
Calinesti,SV,652
Calinesti-Vasilache,SV,214
Mariteia Mica,SV,221
Dolhasca,SV,3304
Budeni,SV,1433
Gulia,SV,1750
Poiana,SV,481
Poienari,SV,281
Probota,SV,1813
Silistea Noua,SV,755
Valea Poienei,SV,532
Dolhestii-Mari,SV,2024
Dolhestii Mici,SV,1310
Valea Bourei,SV,789
Cozanesti,SV,516
Dorna-Arini,SV,1194
Gheorghiteni,SV,280
Ortoaia,SV,547
Rusca,SV,295
Sunatori,SV,257
Dorna Candrenilor,SV,1508
Cosna,SV,555
Dealu Floreni,SV,638
Poiana Negrii,SV,981
Podu Cosnei,SV,398
Romanesti,SV,76
Tesna,SV,442
Valea Bancului,SV,199
Dornesti,SV,4110
Iaz,SV,240
Mazanaesti,SV,649
Berchisesti,SV,2052
Corlata,SV,504
Dragoiesti,SV,1828
Lucacesti,SV,306
Draguseni,SV,1513
Brosteni,SV,1201
Gara Leu,SV,36
Dumbraveni,SV,7048
Salageni,SV,616
Fantanele,SV,1100
Banesti,SV,1154
Cotu Dobei,SV,195
Slobozia,SV,251
Stamate,SV,2056
Forasti,SV,667
Antoceni,SV,359
Boura,SV,625
Manolea,SV,970
Oniceni,SV,1021
Rosiori,SV,332
Rusi,SV,458
Tolesti,SV,461
Uidesti,SV,165
Frasin,SV,2976
Bucsoaia,SV,1513
Doroteia,SV,882
Plutonita,SV,1191
Fratautii Noi,SV,3655
Costisa,SV,1722
Fratautii Vechi,SV,2835
Maneuti,SV,1955
Frumosu,SV,2272
Deia,SV,870
Dragosa,SV,410
Fundu Moldovei,SV,2028
Botusel,SV,167
Botus,SV,734
Branistea,SV,112
Colacu,SV,1047
Delnita,SV,116
Delut,SV,105
Obcina,SV,45
Plai,SV,9
Smida Ungurenilor,SV,42
Galanesti,SV,1570
Hurjuieni,SV,1100
Voitinel,SV,3159
Gramesti,SV,1924
Balinesti,SV,544
Botosanita Mica,SV,246
Rudesti,SV,168
Verbia,SV,150
Granicesti,SV,2055
Dumbrava,SV,377
Gura Solcii,SV,540
Iacobesti,SV,574
Romanesti,SV,601
Slobozia Sucevei,SV,604
Horodniceni,SV,1215
Botesti,SV,528
Bradatel,SV,714
Mihaiesti,SV,1074
Rotopanesti,SV,455
Horodnic de Jos,SV,2599
Horodnic de Sus,SV,4383
Iacobeni,SV,2369
Botos,SV,435
Ciocanesti,SV,1157
Mestecanis,SV,332
Izvoarele Sucevei,SV,953
Bobeica,SV,557
Brodina,SV,892
Liteni,SV,4410
Corni,SV,755
Roscani,SV,1220
Rotunda,SV,2060
Silistea,SV,793
Vercicani,SV,121
Marginea,SV,8519
Malini,SV,3233
Iesle,SV,0
Paraie,SV,1749
Poiana Marului,SV,1236
Valeni-Stanisoara,SV,778
Manastirea Humorului,SV,2337
Plesa,SV,216
Poiana Micului,SV,913
Moara Nica,SV,1335
Bulai,SV,621
Frumoasa,SV,194
Groapa Vladichii,SV,0
Liteni,SV,710
Moara Carp,SV,808
Vornicenii Mari,SV,319
Vornicenii Mici,SV,105
Moldova-Sulita,SV,1382
Benia,SV,785
Moldovita,SV,2397
Argel,SV,1059
Demacusa,SV,1004
Rasca,SV,782
Bainet,SV,384
Bancesti,SV,153
Climauti,SV,619
Musenita,SV,313
Vascauti,SV,604
Vicsani,SV,256
Ostra,SV,3602
Tarnicioara,SV,173
Panaci,SV,760
Catrinari,SV,61
Coverca,SV,850
Dragoiasa,SV,227
Glodu,SV,317
Paltinis,SV,108
Paltinoasa,SV,2910
Capu Codrului,SV,2640
Partestii de Jos,SV,2084
Deleni,SV,745
Varvata,SV,24
Varfu Dealului,SV,119
Patrauti,SV,3523
Poiana Stampei,SV,724
Casoi,SV,185
Dornisoara,SV,393
Pilugani,SV,278
Praleni,SV,174
Tataru,SV,189
Tesna,SV,373
Pojorata,SV,2751
Valea Putnei,SV,358
Preutesti,SV,1888
Arghira,SV,1214
Basarabi,SV,1685
Bahna Arin,SV,139
Hartop,SV,2044
Husi,SV,642
Leucusesti,SV,928
Putna,SV,2402
Gura Putnei,SV,1236
Radaseni,SV,2756
Lamaseni,SV,1406
Pocoleni,SV,226
Rasca,SV,2543
Buda,SV,678
Dumbraveni,SV,395
Jahalia,SV,303
Slatioara,SV,795
Sadova,SV,2433
Satu Mare,SV,2713
Tibeni,SV,1263
Siminicea,SV,2764
Grigoresti,SV,405
Slatina,SV,1759
Gainesti,SV,2000
Herla,SV,1318
Straja,SV,5555
Stroiesti,SV,2483
Valcelele,SV,121
Zaharesti,SV,879
Stulpicani,SV,3023
Gemenea,SV,926
Negrileasa,SV,1090
Slatioara,SV,664
Vadu Negrilesei,SV,608
Sucevita,SV,1335
Voievodeasa,SV,1208
Neagra Sarului,SV,1639
Gura Haitii,SV,621
Plaiu Sarului,SV,225
Sarisor,SV,216
Sarisoru Mare,SV,554
Saru Bucovinei,SV,404
Sarul Dornei,SV,569
Todiresti,SV,1531
Costana,SV,1351
Parhauti,SV,1163
Sarghiesti,SV,159
Solonet,SV,1679
Udesti,SV,2219
Chiliseni,SV,634
Luncusoara,SV,554
Manastioara,SV,49
Plavalari,SV,1091
Poieni-Suceava,SV,404
Racova,SV,310
Reuseni,SV,479
Rusii-Manastioara,SV,489
Securiceni,SV,198
Stirbat,SV,640
Ulma,SV,440
Costileva,SV,375
Lupcina,SV,726
Magura,SV,387
Nisipitu,SV,442
Vadu Moldovei,SV,1279
Camarzani,SV,144
Ciumulesti,SV,520
Cotu Baii,SV,999
Dumbravita,SV,1047
Fantana Mare,SV,958
Ioneasa,SV,421
Mesteceni,SV,268
Movileni,SV,252
Nigotesti,SV,600
Praxia,SV,159
Spataresti,SV,373
Valea Moldovei,SV,1603
Capu Campului,SV,2266
Mironu,SV,1445
Vama,SV,3334
Molid,SV,684
Prisaca Dornei,SV,914
Stramtura,SV,1141
Vatra Moldovitei,SV,2351
Ciumarna,SV,456
Paltinu,SV,1675
Veresti,SV,1587
Bursuceni,SV,1489
Corocaiesti,SV,2751
Hancea,SV,860
Vicovu de Jos,SV,5781
Vicovu de Sus,SV,10387
Bivolaria,SV,2717
Volovat,SV,4487
Burla,SV,1885
Plesesti,SV,704
Giurgesti,SV,747
Hreatca,SV,433
Jacota,SV,132
Meresti,SV,325
Osoi,SV,388
Valea Glodului,SV,967
Vulturesti,SV,22
Zamostea,SV,1349
Badragi,SV,206
Ciomartan,SV,235
Cojocareni,SV,164
Corpaci,SV,128
Lunca,SV,305
Nicani,SV,538
Rauteni,SV,108
Tautesti,SV,192
Zvoristea,SV,1117
Buda,SV,982
Dealu,SV,819
Poiana,SV,556
Serbanesti,SV,1101
Slobozia,SV,690
Stanca,SV,615
Stancuta,SV,162
Turnu Magurele,TR,36966
Ciuperceni,TR,1288
Poiana,TR,1041
Islaz,TR,5551
Moldoveni,TR,1312
Lita,TR,3683
Alexandria,TR,58478
Nanov,TR,3537
Poroschia,TR,3619
Calomfiresti,TR,1218
Rosiori de Vede,TR,37640
Videle,TR,12509
Cosoaia,TR,515
Crevenicu,TR,1220
Radulesti,TR,630
Zimnicea,TR,17128
Balaci,TR,1364
Burdeni,TR,284
Tecuci,TR,1189
Babaita,TR,2379
Clanita,TR,919
Frasinet,TR,2411
Merisani,TR,1248
Blejesti,TR,2602
Baciu,TR,1260
Sericu,TR,487
Bogdana,TR,1331
Brosteanca,TR,310
Ulmeni,TR,927
Urluiu,TR,772
Botoroaga,TR,1641
Calugaru,TR,1208
Tarnava,TR,2019
Tunari,TR,309
Valea Ciresului,TR,2108
Bragadiru,TR,5286
Branceni,TR,3162
Bujoreni,TR,820
Darvas,TR,0
Prunaru,TR,546
Bujoru,TR,2185
Buzescu,TR,4590
Calinesti,TR,1840
Antonesti,TR,468
Copaceanca,TR,1171
Licuriciu,TR,895
Marita,TR,122
Calmatuiu,TR,992
Bujoru,TR,599
Caravaneti,TR,519
Nicolae Balcescu,TR,1112
Calmatuiu de Sus,TR,1180
Bacalesti,TR,1430
Ionascu,TR,519
Cervenia,TR,3714
Ciolanestii din Deal,TR,2860
Baldovinesti,TR,572
Ciolanestii din Vale,TR,984
Contesti,TR,3808
Cosmesti,TR,1169
Ciuperceni,TR,1624
Crangeni,TR,2004
Balta Sarata,TR,973
Dorobantu,TR,597
Stejaru,TR,222
Crangu,TR,1242
Dracea,TR,1665
Florica,TR,397
Secara,TR,593
Zlata,TR,150
Didesti,TR,703
Insuratei,TR,355
Satu Nou,TR,581
Dobrotesti,TR,4085
